车辆id,年超载行驶次数范围,年超速行驶次数范围,年夜晚行驶次数范围,年异地行驶次数范围,年高速总里程范围,年高速行驶时间范围,平均单次出行里程范围,平均行驶速度范围,安全评分
7390,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[2400, 4000)","[45, 80)","[15, 25)","[64, 72)",70
7391,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[1200, 2400)","[20, 30)","[55, 75)","[72, 84)",62
7392,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[45, 55)","[56, 64)",83
7393,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[64, 72)",55
7394,"[0, 1)","[0, 1)","[15, inf)","[1, 10)","[1200, 2400)","[20, 30)","[35, 45)","[0, 56)",63
7395,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[1200, 2400)","[20, 30)","[120, inf)","[56, 64)",55
7396,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[45, 55)","[72, 84)",15
7397,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[84, inf)",51
7398,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",46
7399,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",55
7400,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[64, 72)",58
7401,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",49
7402,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",30
7403,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[75, 120)","[84, inf)",60
7404,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[45, 55)","[72, 84)",64
7405,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",67
7406,"[1, 10)","[20, inf)","[15, inf)","[1, 10)","[10000, inf)","[80, 140)","[55, 75)","[84, inf)",9
7407,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",85
7408,"[1, 10)","[20, inf)","[15, inf)","[20, inf)","[4000, 10000)","[45, 80)","[35, 45)","[72, 84)",14
7409,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[45, 55)","[64, 72)",86
7410,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",63
7411,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",82
7412,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[45, 55)","[72, 84)",63
7413,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[120, inf)","[84, inf)",56
7414,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[30, 45)","[25, 35)","[64, 72)",37
7415,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",62
7416,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[0, 56)",79
7417,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",48
7418,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",81
7419,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",77
7420,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[84, inf)",47
7421,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[84, inf)",29
7422,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",65
7423,"[0, 1)","[12, 20)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[75, 120)","[84, inf)",49
7424,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[72, 84)",83
7425,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",59
7426,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[84, inf)",60
7427,"[0, 1)","[0, 1)","[15, inf)","[0, 1)","[1200, 2400)","[10, 20)","[25, 35)","[64, 72)",92
7428,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",90
7429,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",90
7430,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[75, 120)","[84, inf)",40
7431,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[120, inf)","[72, 84)",54
7432,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[56, 64)",48
7433,"[0, 1)","[12, 20)","[0, 1)","[0, 1)","[4000, 10000)","[80, 140)","[25, 35)","[72, 84)",43
7434,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[600, 1200)","[0, 10)","[120, inf)","[72, 84)",35
7435,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[64, 72)",83
7436,"[0, 1)","[20, inf)","[1, 5)","[0, 1)","[2400, 4000)","[20, 30)","[35, 45)","[84, inf)",29
7437,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",88
7438,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",31
7439,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[72, 84)",58
7440,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",29
7441,"[0, 1)","[20, inf)","[5, 15)","[1, 10)","[10000, inf)","[80, 140)","[120, inf)","[84, inf)",26
7442,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",45
7443,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",49
7444,"[0, 1)","[20, inf)","[1, 5)","[0, 1)","[10000, inf)","[140, inf)","[120, inf)","[84, inf)",15
7445,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[4000, 10000)","[30, 45)","[120, inf)","[84, inf)",35
7446,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[75, 120)","[56, 64)",11
7447,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",48
7448,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",84
7449,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",90
7450,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",55
7451,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[1200, 2400)","[10, 20)","[120, inf)","[84, inf)",56
7452,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",68
7453,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[72, 84)",67
7454,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[55, 75)","[0, 56)",79
7455,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[2400, 4000)","[45, 80)","[120, inf)","[64, 72)",52
7456,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",35
7457,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[84, inf)",57
7458,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[0, 56)",35
7459,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[120, inf)","[64, 72)",66
7460,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[64, 72)",60
7461,"[0, 1)","[1, 12)","[15, inf)","[10, 20)","[10000, inf)","[140, inf)","[120, inf)","[64, 72)",11
7462,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[4000, 10000)","[45, 80)","[120, inf)","[72, 84)",10
7463,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[1200, 2400)","[45, 80)","[120, inf)","[0, 56)",29
7464,"[0, 1)","[12, 20)","[1, 5)","[0, 1)","[2400, 4000)","[30, 45)","[120, inf)","[84, inf)",46
7465,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[56, 64)",34
7466,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[2400, 4000)","[30, 45)","[35, 45)","[72, 84)",36
7467,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",75
7468,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[2400, 4000)","[20, 30)","[120, inf)","[84, inf)",36
7469,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[0, 56)",47
7470,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",81
7471,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",81
7472,"[1, 10)","[0, 1)","[15, inf)","[0, 1)","[0, 600)","[10, 20)","[0, 15)","[0, 56)",30
7473,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[0, 56)",41
7474,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",71
7475,"[1, 10)","[20, inf)","[15, inf)","[10, 20)","[10000, inf)","[140, inf)","[55, 75)","[72, 84)",6
7476,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[56, 64)",46
7477,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[64, 72)",33
7478,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[2400, 4000)","[45, 80)","[75, 120)","[0, 56)",53
7479,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[600, 1200)","[0, 10)","[35, 45)","[84, inf)",54
7480,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",48
7481,"[0, 1)","[1, 12)","[5, 15)","[10, 20)","[1200, 2400)","[10, 20)","[75, 120)","[84, inf)",56
7482,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[72, 84)",50
7483,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",64
7484,"[1, 10)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[80, 140)","[15, 25)","[64, 72)",17
7485,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[600, 1200)","[10, 20)","[35, 45)","[72, 84)",60
7486,"[0, 1)","[20, inf)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[55, 75)","[72, 84)",10
7487,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",84
7488,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[64, 72)",92
7489,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[25, 35)","[84, inf)",39
7490,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",65
7491,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",93
7492,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",90
7493,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[2400, 4000)","[30, 45)","[25, 35)","[72, 84)",61
7494,"[0, 1)","[12, 20)","[5, 15)","[1, 10)","[4000, 10000)","[140, inf)","[120, inf)","[72, 84)",24
7495,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",81
7496,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",79
7497,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",79
7498,"[0, 1)","[12, 20)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[84, inf)",61
7499,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",60
7500,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",81
7501,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[120, inf)","[64, 72)",6
7502,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",47
7503,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[84, inf)",47
7504,"[0, 1)","[1, 12)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[75, 120)","[64, 72)",8
7505,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",85
7506,"[0, 1)","[1, 12)","[5, 15)","[10, 20)","[1200, 2400)","[20, 30)","[55, 75)","[64, 72)",17
7507,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",92
7508,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[75, 120)","[84, inf)",57
7509,"[0, 1)","[20, inf)","[0, 1)","[0, 1)","[4000, 10000)","[80, 140)","[25, 35)","[72, 84)",32
7510,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[72, 84)",42
7511,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[0, 10)","[25, 35)","[64, 72)",72
7512,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[4000, 10000)","[80, 140)","[45, 55)","[64, 72)",44
7513,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[30, 45)","[45, 55)","[64, 72)",58
7514,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",94
7515,"[0, 1)","[12, 20)","[15, inf)","[1, 10)","[4000, 10000)","[45, 80)","[55, 75)","[72, 84)",23
7516,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[64, 72)",70
7517,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[64, 72)",46
7518,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",48
7519,"[1, 10)","[20, inf)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[84, inf)",6
7520,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[45, 80)","[55, 75)","[72, 84)",50
7521,"[1, 10)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[75, 120)","[64, 72)",7
7522,"[0, 1)","[20, inf)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[25, 35)","[84, inf)",53
7523,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[72, 84)",23
7524,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[72, 84)",90
7525,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[80, 140)","[55, 75)","[64, 72)",28
7526,"[1, 10)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[80, 140)","[55, 75)","[64, 72)",10
7527,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[1200, 2400)","[30, 45)","[55, 75)","[56, 64)",59
7528,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[75, 120)","[64, 72)",56
7529,"[0, 1)","[1, 12)","[5, 15)","[20, inf)","[4000, 10000)","[140, inf)","[120, inf)","[64, 72)",39
7530,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[72, 84)",79
7531,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[1200, 2400)","[20, 30)","[45, 55)","[72, 84)",88
7532,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[84, inf)",61
7533,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[0, 56)",45
7534,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[4000, 10000)","[80, 140)","[120, inf)","[72, 84)",10
7535,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[15, 25)","[84, inf)",53
7536,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",48
7537,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[75, 120)","[64, 72)",61
7538,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",61
7539,"[0, 1)","[20, inf)","[1, 5)","[1, 10)","[2400, 4000)","[30, 45)","[35, 45)","[84, inf)",50
7540,"[0, 1)","[1, 12)","[15, inf)","[1, 10)","[4000, 10000)","[80, 140)","[120, inf)","[64, 72)",23
7541,"[0, 1)","[20, inf)","[0, 1)","[1, 10)","[2400, 4000)","[30, 45)","[120, inf)","[84, inf)",27
7542,"[0, 1)","[1, 12)","[1, 5)","[20, inf)","[1200, 2400)","[10, 20)","[45, 55)","[72, 84)",67
7543,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[84, inf)",59
7544,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[56, 64)",10
7545,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[4000, 10000)","[45, 80)","[75, 120)","[84, inf)",21
7546,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",35
7547,"[0, 1)","[12, 20)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[45, 55)","[84, inf)",41
7548,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",85
7549,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[25, 35)","[72, 84)",78
7550,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[56, 64)",34
7551,"[0, 1)","[12, 20)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[15, 25)","[84, inf)",63
7552,"[0, 1)","[12, 20)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[45, 55)","[84, inf)",59
7553,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[72, 84)",55
7554,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",47
7555,"[0, 1)","[12, 20)","[1, 5)","[0, 1)","[2400, 4000)","[20, 30)","[120, inf)","[84, inf)",51
7556,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",46
7557,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[75, 120)","[72, 84)",84
7558,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",49
7559,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[0, 15)","[64, 72)",93
7560,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[45, 55)","[84, inf)",36
7561,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[84, inf)",60
7562,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",48
7563,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[120, inf)","[84, inf)",36
7564,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[10, 20)","[120, inf)","[84, inf)",64
7565,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",58
7566,"[0, 1)","[12, 20)","[5, 15)","[10, 20)","[4000, 10000)","[80, 140)","[75, 120)","[72, 84)",42
7567,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",92
7568,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",58
7569,"[0, 1)","[0, 1)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[25, 35)","[72, 84)",20
7570,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",48
7571,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[120, inf)","[72, 84)",66
7572,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[4000, 10000)","[45, 80)","[120, inf)","[72, 84)",41
7573,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[4000, 10000)","[45, 80)","[120, inf)","[72, 84)",32
7574,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",75
7575,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[72, 84)",81
7576,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[56, 64)",84
7577,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[2400, 4000)","[30, 45)","[75, 120)","[64, 72)",57
7578,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[120, inf)","[72, 84)",65
7579,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[64, 72)",96
7580,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",45
7581,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",77
7582,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[84, inf)",69
7583,"[0, 1)","[12, 20)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[35, 45)","[84, inf)",52
7584,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[72, 84)",55
7585,"[0, 1)","[1, 12)","[1, 5)","[20, inf)","[2400, 4000)","[30, 45)","[55, 75)","[84, inf)",47
7586,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[10000, inf)","[140, inf)","[15, 25)","[64, 72)",20
7587,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[2400, 4000)","[30, 45)","[120, inf)","[56, 64)",67
7588,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[2400, 4000)","[45, 80)","[55, 75)","[64, 72)",30
7589,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[56, 64)",92
7590,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",27
7591,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[35, 45)","[72, 84)",34
7592,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",48
7593,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",70
7594,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[10000, inf)","[140, inf)","[45, 55)","[72, 84)",12
7595,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[75, 120)","[64, 72)",23
7596,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[84, inf)",50
7597,"[0, 1)","[20, inf)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[120, inf)","[84, inf)",9
7598,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",89
7599,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",80
7600,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[30, 45)","[120, inf)","[0, 56)",34
7601,"[0, 1)","[1, 12)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[120, inf)","[72, 84)",9
7602,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[1200, 2400)","[30, 45)","[120, inf)","[56, 64)",49
7603,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[55, 75)","[84, inf)",62
7604,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[56, 64)",74
7605,"[1, 10)","[20, inf)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[75, 120)","[84, inf)",9
7606,"[0, 1)","[12, 20)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[45, 55)","[84, inf)",54
7607,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",85
7608,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[10, 20)","[75, 120)","[64, 72)",33
7609,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",67
7610,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[56, 64)",79
